4digit,10digit,link, commodity_name
0106,0106139010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106139010,['Other endangered camels and camelids (including domesticated and artificially propagated)']
0106,0106139090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106139090,['Other camels and camelids']
0106,0106141010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106141010,"['Endangered hares, pure-bred breeding (including domesticated and artificially propagated)']"
0106,0106141090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106141090,"['Other rabbits and hares, pure-bred breeding (including domesticated and artificially propagated)']"
0106,0106149010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106149010,['Other endangered hares (including domesticated and artificially propagated)']
0106,0106149090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106149090,['Other rabbits and hares (including domesticated and artificially propagated)']
0106,0106191010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106191010,"['Other endangered mammals, pure-bred breeding (including domesticated and artificially propagated)']"
0106,0106191090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106191090,"['Other mammals,pure-bred breeding']"
0106,0106199010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106199010,['Other endangered mammals (including domesticated and artificially propagated)']
0106,0106199090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106199090,['Other mammals']
0106,0106201100,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106201100,"['Crocodiles for cultivation, pure-bred breeding (including domesticated and artificially propagated)']"
0106,0106201900,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106201900,"['Other reptiles, pure-bred breeding (including domesticated and artificially propagated)']"
0106,0106202010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106202010,"['Snakes, for human consumption (including domesticated and artificially propagated)']"
0106,0106202021,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106202021,"['Endangered turtles, for human consumption (including domesticated and artificially propagated)']"
0106,0106202029,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106202029,"['Other turtles, for human consumption (including domesticated and artificially propagated)']"
0106,0106202091,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106202091,"['Other endangered reptiles, for human consumption (including domesticated and artificially propagated)']"
0106,0106202099,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106202099,"['Other reptiles, for human consumption (including domesticated and artificially propagated)']"
0106,0106209010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106209010,['Other endangered reptiles (including domesticated and artificially propagated)']
0106,0106209090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106209090,['Other reptiles (including domesticated and artificially propagated)']
0106,0106311000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106311000,"['birds of prey, Pure-bred breeding (including domesticated and artificially propagated)']"
0106,0106319000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106319000,['other birds of prey(including domesticated and artificially propagated)']
0106,0106321000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106321000,['Improved species of parrot bird']
0106,0106329000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106329000,['Parrot shaped birds for non improved varieties']
0106,0106331010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106331010,"['Endangered striches, pure-bred breeding']"
0106,0106331090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106331090,"['Ostriches; emus(Dromaius novaehollandiae), pure-bred breeding']"
0106,0106339010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106339010,"['Endangered ostriches, other than pure-bred breeding']"
0106,0106339090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106339090,"['Other ostriches; emus(Dromaius novaehollandiae), other than pure-bred breeding']"
0106,0106391010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106391010,"['Other endangered birds, pure-bred breeding (including domesticated and artificially propagated)']"
0106,0106391090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106391090,"['Other birds, pure-bred breeding']"
0106,0106392100,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106392100,"['Squabs, for human consumption']"
0106,0106392300,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106392300,"['Teals, for human consumption']"
0106,0106392910,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106392910,['Other endangered birds for human consumption (including domesticated and artificially propagated)']
0106,0106392990,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106392990,['Other birds for human consumption']
0106,0106399010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106399010,['Other endangered bird( including domesticated and artificially propagated)']
0106,0106399090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106399090,['Other birds']
0106,0106411000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106411000,"['Bees, pure-bred breeding']"
0106,0106419001,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106419001,['Trichogramma']
0106,0106419090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106419090,"['Other bees, other than pure-bred breeding']"
0106,0106491010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106491010,"['Other endangered insects, pure-bred breeding']"
0106,0106491090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106491090,"['Other insects, pure-bred breeding']"
0106,0106499001,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106499001,['Predatory mite']
0106,0106499010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106499010,"['Other endangered insects, other than pure-bred breeding']"
0106,0106499090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106499090,"['Other insects, other than pure-bred breeding']"
0106,0106901110,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106901110,"['Endangered tadpole and young frogs,pure-bred breeding']"
0106,0106901190,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106901190,"['Other tadpole and young frogs, pure-bred breeding']"
0106,0106901910,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106901910,"['Other endangered animals, pure-bred breeding (including domesticated and artificially propagated)']"
0106,0106901990,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106901990,"['Other animals, pure-bred breeding']"
0106,0106909010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106909010,['Other endangered animals (including domesticated and artificially propagated)']
0106,0106909090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0106909090,['Other animals']
0201,0201100010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0201100010,"['Meat of wild bovine animals, carcasses and half-carcasses, fresh or chilled']"
0201,0201100090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0201100090,"['Other meat of bovine animals, carcasses andhalf-carcasses, fresh or chilled']"
0201,0201200010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0201200010,"['Meat of wild bovine animals, with bone in, fresh or chilled']"
0201,0201200090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0201200090,"['Other meat of bovine animals, with bone in, fresh or chilled']"
0201,0201300010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0201300010,"['Meat of wild bovine animals, boneless, fresh or chilled']"
0201,0201300090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0201300090,"['Other meat of bovine animals, boneless, fresh or chilled']"
0202,0202100010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0202100010,"['Meat of wild bovine animals, carcasses and half-carcasses, frozen']"
0202,0202100090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0202100090,"['Other meat of bovine animals, carcasses and half-carcasses, frozen']"
0202,0202200010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0202200010,"['Meat of wild bovine animals, with bone in, frozen']"
0202,0202200090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0202200090,"['Other meat of bovine animals, with bone in, frozen']"
0202,0202300010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0202300010,"['Meat of wild bovine animals, boneless, frozen']"
0202,0202300090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0202300090,"['Other meat of bovine animals, boneless, frozen']"
0203,0203111010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203111010,"['Meat of wild sucking pig, carcasses and half-carcasses, fresh or chilled']"
0203,0203111090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203111090,"['Meat of sucking pig, carcasses and half-carcasses,fresh or chilled']"
0203,0203119010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203119010,"['Other meat of wild swine, carcasses and half-carcasses, fresh or chilled']"
0203,0203119090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203119090,"['Other meat of swine, carcasses and half-carcasses,fresh or chilled']"
0203,0203120010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203120010,"['Hams, shoulders and cuts of wild swine, with bone in, fresh or chilled']"
0203,0203120090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203120090,"['Hams, shoulders and cuts of swine, with bone in, fresh or chilled']"
0203,0203190010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203190010,"['Other meat of wild swine, fresh or chilled']"
0203,0203190090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203190090,"['Other meat of swine, fresh or chilled']"
0203,0203211010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203211010,"['Meat of wild sucking pig, carcasses and half-carcasses, frozen']"
0203,0203211090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203211090,"['Meat of sucking pig, carcasses and half-carcasses,frozen']"
0203,0203219010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203219010,"['Other meat of wild swine, carcasses and half-carcasses, frozen']"
0203,0203219090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203219090,"['Other meat of swine, carcasses and half-carcasses, frozen']"
0203,0203220010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203220010,"['Hams, shoulders and cuts of wild swine, with bone in, frozen']"
0203,0203220090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203220090,"['Hams, shoulders and cuts of swine, with bone in, frozen']"
0203,0203290010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203290010,"['Other meat of wild swine, frozen']"
0203,0203290090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0203290090,"['Other meat of swine, frozen']"
0204,0204100000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0204100000,"['Carcasses and half-carcasses of lamb, fresh or chilled']"
0204,0204210000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0204210000,"['Meat of sheep, Carcasses and half-carcasses, fresh or chilled']"
0204,0204220000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0204220000,"['Meat of sheep, Other cuts with bone in, fresh or chilled']"
0204,0204230000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0204230000,"['Meat of sheep, Boneless, fresh or chilled']"
0204,0204300000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0204300000,"['Carcasses and half-carcasses of lamb, frozen']"
0204,0204410000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0204410000,"['Meat of sheep,Carcasses and half-carcasses, frozen']"
0204,0204420000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=0204420000,"['Meat of sheep,Other cuts with bone in, frozen']"
